Order_ID,Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Product_Price,Discount_Percent,Final_Price,Quantity,Revenue,Delivery_Time,Customer_Rating,Customer_Location,Browsing_Frequency,Product_Search_Method
ORD004374,2023/06/09 10:28:57 AM GMT+5:30,3,Prefer not to say,Once a month,Home and Kitchen,93.83,15,79.76,1,79.76,2,4.0,Maharashtra,Few times a week,categories
ORD004375,2023/06/07 3:56:01 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;others,27.89,5,26.5,1,26.5,5,3.0,Delhi,Few times a month,categories
ORD004376,2023/06/07 9:28:09 AM GMT+5:30,23,Prefer not to say,Once a week,Clothing and Fashion,45.49,15,38.67,1,38.67,3,2.0,Uttar Pradesh,Few times a month,categories
ORD004377,2023/06/12 3:47:01 PM GMT+5:30,45,Female,Multiple times a week,Beauty and Personal Care,22.53,10,20.28,1,20.28,3,1.0,Uttar Pradesh,Few times a week,categories
ORD004378,2023/06/12 2:48:55 PM GMT+5:30,45,Female,Few times a month,Beauty and Personal Care,14.35,25,10.76,10,107.6,2,,Uttar Pradesh,Few times a month,others
ORD004379,2023/06/11 10:47:42 PM GMT+5:30,45,Female,Few times a month,Clothing and Fashion,62.75,20,50.2,1,50.2,2,4.0,Karnataka,Multiple times a day,categories
ORD004380,2023/06/09 12:22:47 PM GMT+5:30,34,Prefer not to say,Once a week,Clothing and Fashion,43.18,10,38.86,3,116.58,2,,Maharashtra,Few times a month,categories
ORD004381,2023/06/08 5:34:27 PM GMT+5:30,25,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,39.1,50,19.55,1,19.55,1,4.0,Uttar Pradesh,Few times a week,Keyword
ORD004382,2023/06/04 9:48:15 PM GMT+5:30,24,Female,Less than once a month,Clothing and Fashion,27.26,10,24.53,2,49.06,3,1.0,Uttar Pradesh,Few times a month,Keyword
ORD004383,2023/06/06 10:03:52 AM GMT+5:30,23,Male,Once a week,Clothing and Fashion,42.36,20,33.89,1,33.89,4,3.0,Delhi,Few times a week,Filter
ORD004384,2023/06/16 9:16:05 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,80.35,25,60.26,1,60.26,5,2.0,Uttar Pradesh,Multiple times a day,Keyword
ORD004385,2023/06/09 10:31:15 AM GMT+5:30,33,Female,Few times a month,Clothing and Fashion,20.52,20,16.42,2,32.84,1,5.0,Maharashtra,Multiple times a day,categories
ORD004386,2023/06/09 10:25:27 AM GMT+5:30,44,Female,Once a week,Clothing and Fashion,49.02,50,24.51,1,24.51,4,2.0,West Bengal,Few times a week,categories
ORD004387,2023/06/09 2:39:16 PM GMT+5:30,45,Female,Once a month,Beauty and Personal Care;Home and Kitchen,38.16,25,28.62,2,57.24,3,4.0,Uttar Pradesh,Few times a week,categories
ORD004388,2023/06/09 7:23:09 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,29.1,30,20.37,1,20.37,2,4.0,Tamil Nadu,Few times a week,categories
ORD004389,2023/06/07 6:20:00 PM GMT+5:30,21,Female,Once a month,Clothing and Fashion;Home and Kitchen,10.47,15,8.9,3,26.7,1,4.0,Karnataka,Few times a month,Filter
ORD004390,2023/06/11 11:10:14 PM GMT+5:30,32,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,32.84,20,26.27,5,131.35,3,5.0,Maharashtra,Few times a week,Filter
ORD004391,2023/06/11 11:27:55 PM GMT+5:30,34,Male,Less than once a month,Clothing and Fashion,53.03,25,39.77,2,79.54,5,4.0,Maharashtra,Few times a week,categories
ORD004392,2023/06/12 3:51:31 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,41.55,30,29.08,1,29.08,4,3.0,Karnataka,Few times a week,Keyword
ORD004393,2023/06/09 10:26:01 AM GMT+5:30,34,Male,Once a week,Clothing and Fashion,12.1,30,8.47,1,8.47,5,3.0,Delhi,Few times a month,categories
ORD004394,2023/06/07 10:16:22 PM GMT+5:30,34,Female,Once a week,Clothing and Fashion,79.28,30,55.5,2,111.0,3,1.0,Tamil Nadu,Few times a week,Filter
ORD004395,2023/06/11 11:19:45 PM GMT+5:30,25,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,104.96,25,78.72,4,314.88,5,5.0,Delhi,Few times a month,categories
ORD004396,2023/06/06 10:19:05 AM GMT+5:30,26,Female,Less than once a month,others,30.67,0,30.67,1,30.67,2,2.0,Delhi,Few times a month,Keyword
ORD004397,2023/06/08 5:52:44 PM GMT+5:30,21,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion,166.96,15,141.92,2,283.84,5,3.0,Karnataka,Multiple times a day,Keyword
ORD004398,2023/06/07 6:09:58 AM GMT+5:30,23,Male,Once a month,Clothing and Fashion;others,18.53,5,17.6,1,17.6,3,4.0,Maharashtra,Few times a month,Keyword
ORD004399,2023/06/09 4:32:00 PM GMT+5:30,67,Prefer not to say,Few times a month,Home and Kitchen,13.59,10,12.23,2,24.46,5,3.0,Karnataka,Few times a week,Filter
ORD004400,2023/06/09 9:34:44 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,16.27,10,14.64,3,43.92,2,4.0,Tamil Nadu,Few times a week,categories
ORD004401,2023/06/08 8:26:58 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,39.31,5,37.34,3,112.02,3,4.0,Maharashtra,Rarely,Keyword
ORD004402,2023/06/08 5:15:27 PM GMT+5:30,34,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,9.54,10,8.59,2,17.18,5,2.0,Uttar Pradesh,Multiple times a day,Keyword
ORD004403,2023/06/07 11:54:03 AM GMT+5:30,29,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,26.64,50,13.32,1,13.32,3,1.0,Karnataka,Multiple times a day,Keyword
ORD004404,2023/06/04 8:52:49 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion,258.32,15,219.57,3,658.71,3,5.0,Uttar Pradesh,Few times a month,others
ORD004405,2023/06/07 11:48:25 AM GMT+5:30,34,Male,Less than once a month,others,11.56,10,10.4,1,10.4,5,3.0,Uttar Pradesh,Rarely,Keyword
ORD004406,2023/06/04 7:13:12 PM GMT+5:30,21,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,22.58,25,16.93,1,16.93,2,2.0,Uttar Pradesh,Rarely,Keyword
ORD004407,2023/06/11 10:59:30 PM GMT+5:30,36,Female,Once a month,Groceries and Gourmet Food,16.03,25,12.02,4,48.08,3,4.0,Delhi,Few times a month,categories
ORD004408,2023/06/16 9:16:05 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,27.13,15,23.06,1,23.06,5,2.0,Delhi,Multiple times a day,Keyword
ORD004409,2023/06/06 7:19:43 PM GMT+5:30,50,Male,Less than once a month,Clothing and Fashion;Home and Kitchen;others,25.95,10,23.36,2,46.72,5,1.0,Tamil Nadu,Few times a week,categories
ORD004410,2023/06/09 7:24:06 PM GMT+5:30,23,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,20.72,10,18.65,1,18.65,2,3.0,Karnataka,Few times a week,categories
ORD004411,2023/06/12 3:53:28 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion,29.68,15,25.23,1,25.23,6,3.0,West Bengal,Few times a month,Filter
ORD004412,2023/06/09 9:37:15 AM GMT+5:30,21,Female,Few times a month,Beauty and Personal Care,51.59,5,49.01,1,49.01,1,5.0,nan,Few times a month,categories
ORD004413,2023/06/06 7:17:17 PM GMT+5:30,25,Prefer not to say,Few times a month,Beauty and Personal Care,87.33,20,69.86,1,69.86,6,3.0,Delhi,Rarely,categories
ORD004414,2023/06/08 5:38:01 PM GMT+5:30,18,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,27.14,25,20.36,1,20.36,3,4.0,Tamil Nadu,Multiple times a day,Keyword
ORD004415,2023/06/11 10:57:34 PM GMT+5:30,24,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,33.25,20,26.6,1,26.6,4,4.0,Tamil Nadu,Rarely,others
ORD004416,2023/06/07 4:10:33 PM GMT+5:30,39,Male,Less than once a month,Clothing and Fashion;others,45.8,15,38.93,1,38.93,1,1.0,Uttar Pradesh,Few times a month,Keyword
ORD004417,2023/06/05 2:25:28 PM GMT+5:30,36,Female,Once a month,Home and Kitchen;others,13.94,10,12.55,2,25.1,5,2.0,Maharashtra,Multiple times a day,Keyword
ORD004418,2023/06/09 10:31:15 AM GMT+5:30,33,Female,Few times a month,Clothing and Fashion,29.76,15,25.3,1,25.3,3,1.0,Karnataka,Multiple times a day,categories
ORD004419,2023/06/11 10:42:48 PM GMT+5:30,23,Male,Once a month,Clothing and Fashion,23.25,15,19.76,4,79.04,5,3.0,Uttar Pradesh,Rarely,Filter
ORD004420,2023/06/07 9:53:52 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,64.48,20,51.58,1,51.58,4,,nan,Few times a week,Keyword
ORD004421,2023/06/08 10:38:51 PM GMT+5:30,44,Male,Once a week,Beauty and Personal Care,112.87,30,79.01,4,316.04,5,2.0,Tamil Nadu,Few times a week,categories
ORD004422,2023/06/07 6:17:42 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion;Home and Kitchen,19.22,5,18.26,2,36.52,4,3.0,Maharashtra,Few times a month,Filter
ORD004423,2023/06/05 1:32:57 PM GMT+5:30,25,Female,Once a month,Beauty and Personal Care,81.13,50,40.56,1,40.56,5,5.0,West Bengal,Few times a month,categories
ORD004424,2023/06/04 6:01:59 PM GMT+5:30,21,Female,Less than once a month,Clothing and Fashion,11.93,30,8.35,1,8.35,5,5.0,Maharashtra,Rarely,categories
ORD004425,2023/06/12 2:44:47 PM GMT+5:30,45,Female,Few times a month,Groceries and Gourmet Food,38.11,5,36.2,3,108.6,2,4.0,Uttar Pradesh,Multiple times a day,categories
ORD004426,2023/06/08 9:39:30 PM GMT+5:30,34,Female,Few times a month,Home and Kitchen,39.73,10,35.76,5,178.8,4,3.0,West Bengal,Few times a month,categories
ORD004427,2023/06/07 12:39:08 PM GMT+5:30,48,Male,Few times a month,Beauty and Personal Care,11.72,15,9.96,10,99.6,6,4.0,Uttar Pradesh,Few times a week,Filter
ORD004428,2023/06/04 9:18:12 PM GMT+5:30,24,Female,Multiple times a week,Groceries and Gourmet Food,18.54,20,14.83,1,14.83,6,3.0,Maharashtra,Few times a week,categories
ORD004429,2023/06/04 5:28:06 PM GMT+5:30,22,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,17.32,5,16.45,1,16.45,3,5.0,Karnataka,Few times a month,Filter
ORD004430,2023/06/11 11:02:11 PM GMT+5:30,50,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,13.22,10,11.9,1,11.9,3,3.0,Maharashtra,Few times a week,Keyword
ORD004431,2023/06/08 5:55:54 PM GMT+5:30,25,Male,Few times a month,Clothing and Fashion;Home and Kitchen,5.12,30,3.58,1,3.58,4,5.0,Uttar Pradesh,Few times a month,Filter
ORD004432,2023/06/12 2:48:55 PM GMT+5:30,45,Female,Few times a month,Beauty and Personal Care,28.64,5,27.21,1,27.21,5,4.0,West Bengal,Few times a month,others
ORD004433,2023/06/09 10:59:38 AM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,31.16,15,26.49,1,26.49,1,4.0,Delhi,Few times a month,Filter
ORD004434,2023/06/06 6:44:50 PM GMT+5:30,45,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,30.99,25,23.24,2,46.48,1,4.0,Maharashtra,Multiple times a day,categories
ORD004435,2023/06/08 5:54:49 PM GMT+5:30,46,Male,Few times a month,Clothing and Fashion;Home and Kitchen,56.6,30,39.62,2,79.24,5,3.0,West Bengal,Few times a month,Filter
ORD004436,2023/06/07 6:28:35 PM GMT+5:30,34,Female,Once a week,Beauty and Personal Care,8.53,15,7.25,1,7.25,3,3.0,Tamil Nadu,Few times a week,Filter
ORD004437,2023/06/11 10:57:34 PM GMT+5:30,24,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,25.36,10,22.82,1,22.82,4,5.0,Delhi,Rarely,others
ORD004438,2023/06/09 2:42:57 PM GMT+5:30,21,Female,Few times a month,Beauty and Personal Care,198.74,25,149.06,1,149.06,5,3.0,Maharashtra,Few times a week,Filter
ORD004439,2023/06/04 8:00:11 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,61.6,25,46.2,3,138.6,5,4.0,West Bengal,Few times a month,Keyword
ORD004440,2023/06/08 5:52:26 PM GMT+5:30,25,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,61.85,50,30.92,4,123.68,5,4.0,Maharashtra,Few times a week,Filter
ORD004441,2023/06/11 11:22:19 PM GMT+5:30,43,Male,Once a month,Beauty and Personal Care,16.25,5,15.44,1,15.44,4,5.0,Maharashtra,Multiple times a day,Filter
ORD004442,2023/06/08 6:00:50 PM GMT+5:30,35,Female,Multiple times a week,Clothing and Fashion;Home and Kitchen,28.87,25,21.65,1,21.65,2,3.0,West Bengal,Few times a month,categories
ORD004443,2023/06/04 8:46:02 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,6.62,15,5.63,1,5.63,3,5.0,Tamil Nadu,Few times a month,Keyword
ORD004444,2023/06/12 3:27:59 PM GMT+5:30,60,Male,Once a week,Beauty and Personal Care,49.89,30,34.92,1,34.92,7,,Delhi,Few times a month,Filter
ORD004445,2023/06/09 4:32:28 PM GMT+5:30,34,Female,Once a week,Beauty and Personal Care,88.25,15,75.01,1,75.01,3,2.0,Uttar Pradesh,Few times a week,categories
ORD004446,2023/06/08 10:41:11 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,12.0,15,10.2,1,10.2,3,4.0,Karnataka,Multiple times a day,Filter
ORD004447,2023/06/08 5:17:10 PM GMT+5:30,31,Others,Once a month,Home and Kitchen,14.71,5,13.97,1,13.97,5,4.0,Uttar Pradesh,Few times a week,Filter
ORD004448,2023/06/08 10:41:11 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,32.38,15,27.52,2,55.04,1,3.0,Maharashtra,Multiple times a day,Filter
ORD004449,2023/06/06 4:25:49 PM GMT+5:30,27,Male,Once a month,others,36.87,15,31.34,1,31.34,5,3.0,Maharashtra,Few times a month,Keyword
ORD004450,2023/06/09 9:39:04 AM GMT+5:30,32,Female,Once a month,others,22.66,0,22.66,1,22.66,3,1.0,Delhi,Few times a month,others
ORD004451,2023/06/05 12:39:14 AM GMT+5:30,22,Female,Less than once a month,Beauty and Personal Care;others,18.71,15,15.9,2,31.8,3,4.0,West Bengal,Few times a month,others
ORD004452,2023/06/08 7:00:57 AM GMT+5:30,28,Male,Once a month,Clothing and Fashion,18.85,15,16.02,3,48.06,4,3.0,Delhi,Few times a week,categories
ORD004453,2023/06/08 5:48:55 PM GMT+5:30,34,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,32.0,25,24.0,1,24.0,3,4.0,Maharashtra,Multiple times a day,categories
ORD004454,2023/06/06 6:44:04 PM GMT+5:30,27,Male,Once a week,Beauty and Personal Care;Home and Kitchen,49.91,5,47.41,1,47.41,4,2.0,Delhi,Few times a week,categories
ORD004455,2023/06/08 5:06:30 PM GMT+5:30,18,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,31.99,25,23.99,3,71.97,6,1.0,West Bengal,Multiple times a day,categories
ORD004456,2023/06/08 5:36:14 PM GMT+5:30,31,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,29.92,25,22.44,1,22.44,3,5.0,West Bengal,Multiple times a day,Keyword
ORD004457,2023/06/05 9:20:17 AM GMT+5:30,24,Male,Few times a month,Clothing and Fashion,9.67,10,8.7,1,8.7,6,2.0,Maharashtra,Few times a month,Keyword
ORD004458,2023/06/05 1:45:30 PM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,60.76,5,57.72,1,57.72,6,2.0,West Bengal,Few times a month,categories
ORD004459,2023/06/08 5:31:03 PM GMT+5:30,37,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,31.95,25,23.96,2,47.92,2,4.0,Maharashtra,Multiple times a day,Keyword
ORD004460,2023/06/06 7:18:01 PM GMT+5:30,60,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,24.39,10,21.95,1,21.95,3,4.0,Maharashtra,Multiple times a day,Keyword
ORD004461,2023/06/06 6:42:00 PM GMT+5:30,35,Female,Once a week,Beauty and Personal Care,39.59,5,37.61,2,75.22,7,1.0,Uttar Pradesh,Few times a month,categories
ORD004462,2023/06/06 6:34:44 PM GMT+5:30,25,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,18.34,15,15.59,1,15.59,2,3.0,West Bengal,Few times a week,Filter
ORD004463,2023/06/08 6:00:20 PM GMT+5:30,42,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,24.75,15,21.04,1,21.04,3,4.0,West Bengal,Few times a month,Keyword
ORD004464,2023/06/09 2:43:37 PM GMT+5:30,17,Female,Few times a month,Clothing and Fashion,35.71,15,30.35,1,30.35,3,4.0,Delhi,Few times a week,Filter
ORD004465,2023/06/06 11:06:30 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,20.59,50,10.3,1,10.3,5,5.0,Delhi,Few times a month,Keyword
ORD004466,2023/06/07 3:08:03 AM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,10.46,30,7.32,1,7.32,2,1.0,Maharashtra,Few times a month,Filter
ORD004467,2023/06/08 5:54:49 PM GMT+5:30,46,Male,Few times a month,Clothing and Fashion;Home and Kitchen,9.34,30,6.54,1,6.54,2,5.0,Delhi,Few times a month,Filter
ORD004468,2023/06/09 9:37:15 AM GMT+5:30,21,Female,Few times a month,Beauty and Personal Care,45.24,15,38.45,1,38.45,2,,Karnataka,Few times a month,categories
ORD004469,2023/06/07 10:38:51 PM GMT+5:30,23,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,32.4,50,16.2,1,16.2,2,5.0,Karnataka,Few times a week,Keyword
ORD004470,2023/06/07 3:56:01 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;others,31.61,20,25.29,1,25.29,3,5.0,Maharashtra,Few times a month,categories
ORD004471,2023/06/07 9:24:31 AM GMT+5:30,36,Female,Few times a month,Groceries and Gourmet Food,14.68,25,11.01,2,22.02,4,2.0,Karnataka,Few times a month,Keyword
ORD004472,2023/06/07 10:41:10 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,32.64,20,26.11,2,52.22,5,,Delhi,Few times a week,Filter
ORD004473,2023/06/06 6:38:49 PM GMT+5:30,32,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,25.02,10,22.52,1,22.52,3,4.0,Tamil Nadu,Multiple times a day,Keyword
ORD004474,2023/06/06 7:31:34 PM GMT+5:30,27,Female,Once a month,Beauty and Personal Care,21.76,30,15.23,1,15.23,3,1.0,Maharashtra,Few times a week,Keyword
ORD004475,2023/06/06 7:11:46 PM GMT+5:30,33,Female,Once a week,Beauty and Personal Care;others,31.42,15,26.71,1,26.71,5,4.0,West Bengal,Few times a week,Filter
ORD004476,2023/06/07 10:58:27 AM GMT+5:30,30,Female,Few times a month,Beauty and Personal Care,40.75,50,20.38,2,40.76,4,4.0,West Bengal,Few times a week,Filter
ORD004477,2023/06/09 4:30:40 PM GMT+5:30,45,Prefer not to say,Once a week,Beauty and Personal Care,112.72,10,101.45,2,202.9,4,4.0,Tamil Nadu,Few times a month,categories
ORD004478,2023/06/11 11:22:55 PM GMT+5:30,34,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,49.19,70,14.76,1,14.76,4,5.0,Karnataka,Few times a week,categories
ORD004479,2023/06/12 3:44:16 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,60.36,10,54.32,3,162.96,5,4.0,Maharashtra,Few times a week,Keyword
ORD004480,2023/06/10 11:21:59 PM GMT+5:30,27,Male,Less than once a month,Clothing and Fashion,71.76,15,61.0,5,305.0,2,2.0,Uttar Pradesh,Rarely,categories
ORD004481,2023/06/08 5:41:46 PM GMT+5:30,46,Male,Less than once a month,Home and Kitchen;others,19.4,20,15.52,5,77.6,7,3.0,Uttar Pradesh,Rarely,others
ORD004482,2023/06/06 9:37:33 AM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;others,26.45,20,21.16,10,211.6,6,3.0,West Bengal,Few times a month,Keyword
ORD004483,2023/06/06 6:32:00 PM GMT+5:30,38,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,17.58,25,13.18,3,39.54,3,3.0,Uttar Pradesh,Few times a month,categories
ORD004484,2023/06/08 3:30:05 AM GMT+5:30,32,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,20.55,15,17.47,1,17.47,3,4.0,Uttar Pradesh,Multiple times a day,Keyword
ORD004485,2023/06/09 2:39:47 PM GMT+5:30,34,Female,Once a week,Beauty and Personal Care,24.54,5,23.31,1,23.31,5,2.0,Karnataka,Few times a week,categories
ORD004486,2023/06/07 2:16:43 PM GMT+5:30,27,Male,Less than once a month,others,20.21,15,17.18,3,51.54,3,3.0,Maharashtra,Rarely,Keyword
ORD004487,2023/06/07 9:28:09 AM GMT+5:30,23,Prefer not to say,Once a week,Clothing and Fashion,38.74,15,32.93,1,32.93,4,2.0,Maharashtra,Few times a month,categories
ORD004488,2023/06/09 9:32:44 AM GMT+5:30,21,Female,Few times a month,Clothing and Fashion,44.84,20,35.87,1,35.87,5,3.0,Karnataka,Few times a week,categories
ORD004489,2023/06/12 2:49:47 PM GMT+5:30,45,Prefer not to say,Once a week,Clothing and Fashion,13.27,10,11.94,1,11.94,3,4.0,West Bengal,Multiple times a day,categories
ORD004490,2023/06/06 7:31:34 PM GMT+5:30,27,Female,Once a month,Beauty and Personal Care,26.62,15,22.63,2,45.26,3,1.0,Karnataka,Few times a week,Keyword
ORD004491,2023/06/08 5:49:56 PM GMT+5:30,34,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,26.82,50,13.41,1,13.41,1,5.0,Karnataka,Few times a month,Keyword
ORD004492,2023/06/06 7:40:11 PM GMT+5:30,35,Female,Few times a month,Beauty and Personal Care,11.81,5,11.22,1,11.22,2,4.0,Delhi,Few times a month,categories
ORD004493,2023/06/09 2:34:43 PM GMT+5:30,23,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,19.37,20,15.5,2,31.0,3,3.0,West Bengal,Few times a month,categories
ORD004494,2023/06/08 5:28:09 PM GMT+5:30,21,Prefer not to say,Once a month,Beauty and Personal Care;Home and Kitchen;others,61.03,5,57.98,5,289.9,1,3.0,Delhi,Few times a month,categories
ORD004495,2023/06/09 7:22:11 PM GMT+5:30,21,Prefer not to say,Less than once a month,Clothing and Fashion,60.49,10,54.44,1,54.44,3,4.0,Uttar Pradesh,Few times a month,categories
ORD004496,2023/06/04 5:13:00 PM GMT+5:30,24,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,10.59,20,8.47,2,16.94,3,4.0,Delhi,Few times a month,Keyword
ORD004497,2023/06/05 9:58:17 PM GMT+5:30,62,Female,Less than once a month,Beauty and Personal Care,46.09,15,39.18,1,39.18,2,5.0,West Bengal,Rarely,Filter
ORD004498,2023/06/04 6:01:59 PM GMT+5:30,21,Female,Less than once a month,Clothing and Fashion,11.83,20,9.46,1,9.46,1,3.0,West Bengal,Rarely,categories
ORD004499,2023/06/07 10:42:24 PM GMT+5:30,22,Female,Multiple times a week,Beauty and Personal Care,25.0,30,17.5,1,17.5,1,5.0,Uttar Pradesh,Few times a week,Keyword
ORD004500,2023/06/06 6:44:50 PM GMT+5:30,45,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,30.93,25,23.2,3,69.6,3,5.0,Karnataka,Multiple times a day,categories
ORD004501,2023/06/09 9:33:35 AM GMT+5:30,45,Male,Once a month,Clothing and Fashion,56.09,30,39.26,4,157.04,2,5.0,Karnataka,Multiple times a day,Keyword
ORD004502,2023/06/09 2:39:16 PM GMT+5:30,45,Female,Once a month,Beauty and Personal Care;Home and Kitchen,29.31,20,23.45,2,46.9,4,1.0,Delhi,Few times a week,categories
ORD004503,2023/06/07 11:41:56 AM GMT+5:30,37,Female,Once a month,Clothing and Fashion,16.29,15,13.85,1,13.85,3,2.0,Uttar Pradesh,Few times a month,categories
ORD004504,2023/06/07 12:23:07 PM GMT+5:30,41,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,14.46,15,12.29,2,24.58,1,4.0,Karnataka,Few times a week,Filter
ORD004505,2023/06/04 6:01:59 PM GMT+5:30,21,Female,Less than once a month,Clothing and Fashion,37.25,25,27.94,1,27.94,1,,nan,Rarely,categories
ORD004506,2023/06/08 5:45:08 PM GMT+5:30,35,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,21.25,20,17.0,1,17.0,6,2.0,Maharashtra,Multiple times a day,Keyword
ORD004507,2023/06/09 10:58:44 AM GMT+5:30,34,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,24.88,5,23.64,2,47.28,2,4.0,Karnataka,Few times a month,Filter
ORD004508,2023/06/06 9:47:31 AM GMT+5:30,23,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,65.32,5,62.05,2,124.1,5,2.0,Karnataka,Multiple times a day,Keyword
ORD004509,2023/06/08 6:01:33 PM GMT+5:30,52,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,44.9,15,38.16,3,114.48,2,,Karnataka,Few times a week,Keyword
ORD004510,2023/06/05 10:06:15 PM GMT+5:30,40,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,100.57,5,95.54,1,95.54,3,5.0,Maharashtra,Few times a week,categories
ORD004511,2023/06/08 5:54:49 PM GMT+5:30,46,Male,Few times a month,Clothing and Fashion;Home and Kitchen,16.24,10,14.62,3,43.86,1,3.0,Maharashtra,Few times a month,Filter
ORD004512,2023/06/09 2:23:45 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care;Home and Kitchen,20.16,20,16.13,1,16.13,4,1.0,Karnataka,Few times a week,categories
ORD004513,2023/06/08 10:39:27 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,37.66,0,37.66,1,37.66,3,3.0,West Bengal,Few times a week,Filter
ORD004514,2023/06/10 11:21:59 PM GMT+5:30,27,Male,Less than once a month,Clothing and Fashion,118.29,20,94.63,3,283.89,5,4.0,West Bengal,Rarely,categories
ORD004515,2023/06/09 2:35:29 PM GMT+5:30,45,Female,Few times a month,Beauty and Personal Care;others,18.98,25,14.24,1,14.24,6,4.0,Delhi,Few times a month,categories
ORD004516,2023/06/07 10:59:06 PM GMT+5:30,28,Prefer not to say,Few times a month,Beauty and Personal Care,34.02,10,30.62,1,30.62,4,5.0,Karnataka,Few times a month,categories
ORD004517,2023/06/11 11:03:34 PM GMT+5:30,27,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,83.5,10,75.15,2,150.3,7,,Karnataka,Few times a month,Filter
